la_code,la_name,date_code,measurement,units,value,type_of_tenure,household_type,age,gender,limiting_long_term_physical_or_mental_health_condition
S12000047,Fife,2014,Mean,SWEMWBS Score,24.8,All,Pensioners,All,All,All
S12000047,Fife,2015,Mean,SWEMWBS Score,24.6,All,Pensioners,All,All,All
S12000047,Fife,2014,Mean,SWEMWBS Score,24.92,All,With Children,All,All,All
S12000047,Fife,2014,Mean,SWEMWBS Score,24.21,All,Adults,All,All,All
S12000047,Fife,2015,Mean,SWEMWBS Score,24.7,All,All,35-64 years,All,All
S12000047,Fife,2015,Mean,SWEMWBS Score,24.14,All,All,16-34 years,All,All
S12000011,East Renfrewshire,2014-2015,Mean,SWEMWBS Score,24.57,All,All,All,All,All
S12000006,Dumfries and Galloway,2014-2015,Mean,SWEMWBS Score,24.22,All,All,All,All,All
S12000017,Highland,2014-2015,Mean,SWEMWBS Score,24.68,All,All,All,All,All
S12000008,East Ayrshire,2014-2015,Mean,SWEMWBS Score,23.65,All,All,All,All,All
S12000047,Fife,2015,Mean,SWEMWBS Score,24.92,Owned Outright,All,All,All,All
S12000047,Fife,2015,Mean,SWEMWBS Score,24.48,All,All,All,All,All
S12000010,East Lothian,2014-2015,Mean,SWEMWBS Score,24.95,All,All,All,All,All
S12000008,East Ayrshire,2017,Mean,SWEMWBS Score,22.36,Rented,All,All,All,All
S12000034,Aberdeenshire,2017,Mean,SWEMWBS Score,25.16,All,All,All,All,All
S12000010,East Lothian,2017,Mean,SWEMWBS Score,24.23,Owned Outright,All,All,All,All
S12000028,South Ayrshire,2017,Mean,SWEMWBS Score,24.11,All,All,All,All,All
S12000029,South Lanarkshire,2017,Mean,SWEMWBS Score,24.7,All,All,All,All,All
S12000033,Aberdeen City,2017,Mean,SWEMWBS Score,24.51,All,All,All,All,All
S12000036,City of Edinburgh,2017,Mean,SWEMWBS Score,24.19,All,All,All,All,All
S12000035,Argyll and Bute,2017,Mean,SWEMWBS Score,25.79,All,All,All,All,All
S12000010,East Lothian,2017,Mean,SWEMWBS Score,24.72,Owned Mortgage/Loan,All,All,All,All
S12000005,Clackmannanshire,2017,Mean,SWEMWBS Score,23.48,Rented,All,All,All,All
S12000005,Clackmannanshire,2017,Mean,SWEMWBS Score,24.99,Owned Mortgage/Loan,All,All,All,All
S12000008,East Ayrshire,2017,Mean,SWEMWBS Score,24.13,Owned Mortgage/Loan,All,All,All,All
S12000011,East Renfrewshire,2017,Mean,SWEMWBS Score,24.7,Owned Outright,All,All,All,All
S12000008,East Ayrshire,2017,Mean,SWEMWBS Score,24.22,Owned Outright,All,All,All,All
S12000011,East Renfrewshire,2017,Mean,SWEMWBS Score,24.98,Owned Mortgage/Loan,All,All,All,All
S12000010,East Lothian,2017,Mean,SWEMWBS Score,22.94,Rented,All,All,All,All
S12000021,North Ayrshire,2017,Mean,SWEMWBS Score,24.18,Owned Outright,All,All,All,All
S12000040,West Lothian,2017,Mean,SWEMWBS Score,24.2,All,All,All,All,All
S12000020,Moray,2017,Mean,SWEMWBS Score,23.68,Rented,All,All,All,All
S12000041,Angus,2017,Mean,SWEMWBS Score,24.32,All,All,All,All,All
S12000039,West Dunbartonshire,2017,Mean,SWEMWBS Score,24.46,All,All,All,All,All
S12000019,Midlothian,2017,Mean,SWEMWBS Score,22.93,Rented,All,All,All,All
S12000021,North Ayrshire,2017,Mean,SWEMWBS Score,23.92,Owned Mortgage/Loan,All,All,All,All
S12000042,Dundee City,2017,Mean,SWEMWBS Score,23.84,All,All,All,All,All
S12000030,Stirling,2017,Mean,SWEMWBS Score,24.34,All,All,All,All,All
S12000038,Renfrewshire,2017,Mean,SWEMWBS Score,23.71,All,All,All,All,All
S12000045,East Dunbartonshire,2017,Mean,SWEMWBS Score,24.44,All,All,All,All,All
S12000047,Fife,2017,Mean,SWEMWBS Score,24.13,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,Mean,SWEMWBS Score,24.47,All,With Children,All,All,All
S12000041,Angus,2017,Mean,SWEMWBS Score,24.72,Owned Mortgage/Loan,All,All,All,All
S12000005,Clackmannanshire,2017,Mean,SWEMWBS Score,24.56,All,Pensioners,All,All,All
S12000006,Dumfries and Galloway,2017,Mean,SWEMWBS Score,24.54,All,Pensioners,All,All,All
S12000040,West Lothian,2017,Mean,SWEMWBS Score,25.17,Owned Outright,All,All,All,All
S12000039,West Dunbartonshire,2017,Mean,SWEMWBS Score,23.34,Rented,All,All,All,All
S12000041,Angus,2017,Mean,SWEMWBS Score,24.71,Owned Outright,All,All,All,All
S12000041,Angus,2017,Mean,SWEMWBS Score,23.57,Rented,All,All,All,All
S12000048,Perth and Kinross,2017,Mean,SWEMWBS Score,24.38,Owned Mortgage/Loan,All,All,All,All
S12000048,Perth and Kinross,2017,Mean,SWEMWBS Score,23.95,Owned Outright,All,All,All,All
S12000008,East Ayrshire,2017,Mean,SWEMWBS Score,23.41,All,With Children,All,All,All
S12000008,East Ayrshire,2017,Mean,SWEMWBS Score,24.03,All,Pensioners,All,All,All
S12000006,Dumfries and Galloway,2017,Mean,SWEMWBS Score,24.78,All,Adults,All,All,All
S12000008,East Ayrshire,2017,Mean,SWEMWBS Score,23.42,All,Adults,All,All,All
S12000010,East Lothian,2017,Mean,SWEMWBS Score,23.77,All,Adults,All,All,All
S12000042,Dundee City,2017,Mean,SWEMWBS Score,23.06,Rented,All,All,All,All
S12000006,Dumfries and Galloway,2017,Mean,SWEMWBS Score,25.61,Owned Mortgage/Loan,All,All,All,All
S12000042,Dundee City,2017,Mean,SWEMWBS Score,24.54,Owned Outright,All,All,All,All
S12000045,East Dunbartonshire,2017,Mean,SWEMWBS Score,24.71,Owned Outright,All,All,All,All
S12000005,Clackmannanshire,2017,Mean,SWEMWBS Score,24.67,Owned Outright,All,All,All,All
S12000048,Perth and Kinross,2017,Mean,SWEMWBS Score,23.73,All,All,All,All,All
S12000006,Dumfries and Galloway,2017,Mean,SWEMWBS Score,24.75,Owned Outright,All,All,All,All
S12000006,Dumfries and Galloway,2017,Mean,SWEMWBS Score,23.66,Rented,All,All,All,All
S12000045,East Dunbartonshire,2017,Mean,SWEMWBS Score,24.25,Owned Mortgage/Loan,All,All,All,All
S12000040,West Lothian,2017,Mean,SWEMWBS Score,22.86,Rented,All,All,All,All
S12000040,West Lothian,2017,Mean,SWEMWBS Score,24.79,Owned Mortgage/Loan,All,All,All,All
S12000047,Fife,2017,Mean,SWEMWBS Score,24.71,Owned Outright,All,All,All,All
S12000042,Dundee City,2017,Mean,SWEMWBS Score,24.87,Owned Mortgage/Loan,All,All,All,All
S12000047,Fife,2017,Mean,SWEMWBS Score,24.59,Owned Mortgage/Loan,All,All,All,All
S12000045,East Dunbartonshire,2017,Mean,SWEMWBS Score,24.26,Rented,All,All,All,All
S12000013,Na h-Eileanan Siar,2017,Mean,SWEMWBS Score,23.68,Rented,All,All,All,All
S12000014,Falkirk,2017,Mean,SWEMWBS Score,24.61,Owned Outright,All,All,All,All
S12000014,Falkirk,2017,Mean,SWEMWBS Score,23.08,Rented,All,All,All,All
S12000023,Orkney Islands,2017,Mean,SWEMWBS Score,25.5,Owned Mortgage/Loan,All,All,All,All
S12000011,East Renfrewshire,2017,Mean,SWEMWBS Score,23.47,Rented,All,All,All,All
S12000014,Falkirk,2017,Mean,SWEMWBS Score,24.37,Owned Mortgage/Loan,All,All,All,All
S12000026,Scottish Borders,2017,Mean,SWEMWBS Score,24.53,Owned Outright,All,All,All,All
S12000026,Scottish Borders,2017,Mean,SWEMWBS Score,24.83,Owned Mortgage/Loan,All,All,All,All
S12000027,Shetland Islands,2017,Mean,SWEMWBS Score,25.33,Owned Outright,All,All,All,All
S12000020,Moray,2017,Mean,SWEMWBS Score,24.41,Owned Outright,All,All,All,All
S12000020,Moray,2017,Mean,SWEMWBS Score,25.84,Owned Mortgage/Loan,All,All,All,All
S12000021,North Ayrshire,2017,Mean,SWEMWBS Score,22.49,Rented,All,All,All,All
S12000023,Orkney Islands,2017,Mean,SWEMWBS Score,25.24,Owned Outright,All,All,All,All
S12000023,Orkney Islands,2017,Mean,SWEMWBS Score,23.14,Rented,All,All,All,All
S12000026,Scottish Borders,2017,Mean,SWEMWBS Score,23.67,Rented,All,All,All,All
S12000017,Highland,2017,Mean,SWEMWBS Score,22.87,Rented,All,All,All,All
S12000018,Inverclyde,2017,Mean,SWEMWBS Score,24.6,Owned Outright,All,All,All,All
S12000018,Inverclyde,2017,Mean,SWEMWBS Score,23.92,Owned Mortgage/Loan,All,All,All,All
S12000019,Midlothian,2017,Mean,SWEMWBS Score,24.11,Owned Mortgage/Loan,All,All,All,All
S12000013,Na h-Eileanan Siar,2017,Mean,SWEMWBS Score,24.04,Owned Outright,All,All,All,All
S12000013,Na h-Eileanan Siar,2017,Mean,SWEMWBS Score,23.98,Owned Mortgage/Loan,All,All,All,All
S12000017,Highland,2017,Mean,SWEMWBS Score,25.26,Owned Mortgage/Loan,All,All,All,All
S12000017,Highland,2017,Mean,SWEMWBS Score,24.78,Owned Outright,All,All,All,All
S12000018,Inverclyde,2017,Mean,SWEMWBS Score,22.4,Rented,All,All,All,All
S12000019,Midlothian,2017,Mean,SWEMWBS Score,25.21,Owned Outright,All,All,All,All
S12000039,West Dunbartonshire,2016-2017,Mean,SWEMWBS Score,24.65,All,All,All,All,All
S12000040,West Lothian,2016-2017,Mean,SWEMWBS Score,24.48,All,All,All,All,All
S12000045,East Dunbartonshire,2016-2017,Mean,SWEMWBS Score,24.78,All,All,All,All,All
S12000042,Dundee City,2016-2017,Mean,SWEMWBS Score,23.65,All,All,All,All,All
S12000041,Angus,2016-2017,Mean,SWEMWBS Score,24.25,All,All,All,All,All
S12000013,Na h-Eileanan Siar,2017,Mean,SWEMWBS Score,24.08,All,All,16-64 years,All,All
S12000014,Falkirk,2017,Mean,SWEMWBS Score,23.99,All,All,16-64 years,All,All
S12000017,Highland,2017,Mean,SWEMWBS Score,24.52,All,All,16-64 years,All,All
S12000011,East Renfrewshire,2017,Mean,SWEMWBS Score,24.53,All,All,16-64 years,All,All
S12000033,Aberdeen City,2016-2017,Mean,SWEMWBS Score,24.53,All,All,All,All,All
S12000035,Argyll and Bute,2016-2017,Mean,SWEMWBS Score,25.37,All,All,All,All,All
S12000034,Aberdeenshire,2016-2017,Mean,SWEMWBS Score,24.89,All,All,All,All,All
S12000038,Renfrewshire,2016-2017,Mean,SWEMWBS Score,23.92,All,All,All,All,All
S12000036,City of Edinburgh,2016-2017,Mean,SWEMWBS Score,24.1,All,All,All,All,All
S12000019,Midlothian,2016-2017,Mean,SWEMWBS Score,24.48,All,All,All,All,All
S12000023,Orkney Islands,2016-2017,Mean,SWEMWBS Score,25.22,All,All,All,All,All
S12000021,North Ayrshire,2016-2017,Mean,SWEMWBS Score,24.02,All,All,All,All,All
S12000011,East Renfrewshire,2016-2017,Mean,SWEMWBS Score,24.54,All,All,All,All,All
S12000013,Na h-Eileanan Siar,2016-2017,Mean,SWEMWBS Score,24.54,All,All,All,All,All
S12000014,Falkirk,2016-2017,Mean,SWEMWBS Score,24.11,All,All,All,All,All
S12000017,Highland,2016-2017,Mean,SWEMWBS Score,24.56,All,All,All,All,All
S12000018,Inverclyde,2016-2017,Mean,SWEMWBS Score,23.91,All,All,All,All,All
S12000005,Clackmannanshire,2017,Mean,SWEMWBS Score,24.39,All,All,16-64 years,All,All
S12000006,Dumfries and Galloway,2017,Mean,SWEMWBS Score,24.64,All,All,16-64 years,All,All
S12000010,East Lothian,2017,Mean,SWEMWBS Score,23.91,All,All,16-64 years,All,All
S12000008,East Ayrshire,2017,Mean,SWEMWBS Score,23.34,All,All,16-64 years,All,All
S12000026,Scottish Borders,2016-2017,Mean,SWEMWBS Score,24.47,All,All,All,All,All
S12000027,Shetland Islands,2016-2017,Mean,SWEMWBS Score,24.77,All,All,All,All,All
S12000028,South Ayrshire,2016-2017,Mean,SWEMWBS Score,24.26,All,All,All,All,All
S12000029,South Lanarkshire,2016-2017,Mean,SWEMWBS Score,24.51,All,All,All,All,All
S12000020,Moray,2016-2017,Mean,SWEMWBS Score,24.3,All,All,All,All,All
S12000030,Stirling,2016-2017,Mean,SWEMWBS Score,24.29,All,All,All,All,All
S12000005,Clackmannanshire,2016-2017,Mean,SWEMWBS Score,24.21,All,All,All,All,All
S12000006,Dumfries and Galloway,2016-2017,Mean,SWEMWBS Score,24.32,All,All,All,All,All
S12000008,East Ayrshire,2016-2017,Mean,SWEMWBS Score,23.75,All,All,All,All,All
S12000010,East Lothian,2016-2017,Mean,SWEMWBS Score,24.07,All,All,All,All,All
S12000023,Orkney Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.82,All,With Children,All,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.1,All,Adults,All,All,All
S12000023,Orkney Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.42,All,Adults,All,All,All
S12000023,Orkney Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.96,All,Pensioners,All,All,All
S12000027,Shetland Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.08,All,Pensioners,All,All,All
S12000028,South Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.8,All,Adults,All,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.87,Rented,All,All,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.91,Owned Mortgage/Loan,All,All,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.26,All,With Children,All,All,All
S12000048,Perth and Kinross,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.05,All,All,16-64 years,All,All
S12000026,Scottish Borders,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.83,All,Adults,All,All,All
S12000041,Angus,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.16,Rented,All,All,All,All
S12000010,East Lothian,2016-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.75,All,All,All,All,All
S12000041,Angus,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.25,Owned Outright,All,All,All,All
S12000041,Angus,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.74,Owned Mortgage/Loan,All,All,All,All
S12000050,North Lanarkshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.05,All,Adults,All,All,All
S12000050,North Lanarkshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.94,All,With Children,All,All,All
S12000040,West Lothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,21.79,Rented,All,All,All,All
S12000020,Moray,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.17,All,All,All,Female,All
S12000050,North Lanarkshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.62,All,All,16-34 years,All,All
S12000039,West Dunbartonshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.51,Rented,All,All,All,All
S12000038,Renfrewshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.04,All,All,16-64 years,All,All
S12000021,North Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.08,All,All,All,Male,All
S12000026,Scottish Borders,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.73,All,With Children,All,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.65,Owned Outright,All,All,All,All
S12000027,Shetland Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.87,All,With Children,All,All,All
S12000026,Scottish Borders,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.02,All,Pensioners,All,All,All
S12000028,South Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.8,All,With Children,All,All,All
S12000023,Orkney Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.94,All,All,All,Female,All
S12000030,Stirling,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.58,All,All,16-64 years,All,All
S12000047,Fife,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.33,All,All,All,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.42,All,All,All,All,All
S12000027,Shetland Islands,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.95,All,Adults,All,All,All
S12000013,Na h-Eileanan Siar,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.3,All,All,65 years and over,All,All
S12000014,Falkirk,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.46,All,All,65 years and over,All,All
S12000011,East Renfrewshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.15,All,All,16-64 years,All,All
S12000014,Falkirk,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.28,All,All,65 years and over,All,All
S12000017,Highland,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,25.09,All,All,65 years and over,All,All
S12000050,North Lanarkshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.06,All,All,All,All,All
S12000014,Falkirk,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.6,All,All,65 years and over,All,All
S12000014,Falkirk,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.11,All,Adults,All,All,All
S12000013,Na h-Eileanan Siar,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.58,All,All,16-64 years,All,All
S12000020,Moray,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.39,All,All,65 years and over,All,All
S12000018,Inverclyde,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.2,All,All,65 years and over,All,All
S12000019,Midlothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.83,All,All,65 years and over,All,All
S12000050,North Lanarkshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.21,Owned Outright,All,All,All,All
S12000019,Midlothian,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.2,All,All,65 years and over,All,All
S12000019,Midlothian,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.32,All,All,65 years and over,All,All
S12000050,North Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.5,Rented,All,All,All,All
S12000017,Highland,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.38,All,All,65 years and over,All,All
S12000014,Falkirk,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.75,All,Pensioners,All,All,All
S12000017,Highland,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.41,All,All,65 years and over,All,All
S12000050,North Lanarkshire,2014-2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.35,All,All,All,All,All
S12000013,Na h-Eileanan Siar,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.85,All,All,65 years and over,All,All
S12000011,East Renfrewshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.64,All,All,65 years and over,All,All
S12000010,East Lothian,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.64,All,All,65 years and over,All,All
S12000013,Na h-Eileanan Siar,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.45,All,All,65 years and over,All,All
S12000008,East Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.82,All,All,65 years and over,All,All
S12000011,East Renfrewshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.98,All,All,65 years and over,All,All
S12000011,East Renfrewshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.57,All,Adults,All,All,All
S12000029,South Lanarkshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.11,All,All,65 years and over,All,All
S12000030,Stirling,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.95,All,All,65 years and over,All,All
S12000042,Dundee City,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.18,All,All,All,Female,All
S12000011,East Renfrewshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.09,All,All,65 years and over,All,All
S12000017,Highland,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.08,All,Adults,All,All,All
S12000029,South Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.39,All,All,65 years and over,All,All
S12000050,North Lanarkshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.36,All,All,16-64 years,All,All
S12000014,Falkirk,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.01,All,With Children,All,All,All
S12000008,East Ayrshire,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.49,All,All,65 years and over,All,All
S12000008,East Ayrshire,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.41,All,All,65 years and over,All,All
S12000018,Inverclyde,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.06,All,All,65 years and over,All,All
S12000018,Inverclyde,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.45,All,All,65 years and over,All,All
S12000006,Dumfries and Galloway,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.59,All,All,65 years and over,All,All
S12000017,Highland,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.2,All,With Children,All,All,All
S12000006,Dumfries and Galloway,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.57,All,All,65 years and over,All,All
S12000010,East Lothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.23,All,All,16-64 years,All,All
S12000010,East Lothian,2015,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.41,All,All,65 years and over,All,All
S12000045,East Dunbartonshire,2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.61,All,All,16-64 years,All,All
S12000010,East Lothian,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.16,All,All,65 years and over,All,All
S12000050,North Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.22,All,All,All,All,All
S12000050,North Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.37,All,All,16-34 years,All,All
S12000050,North Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.01,All,All,35-64 years,All,All
S12000050,North Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.55,Owned Outright,All,All,All,All
S12000028,South Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.36,All,Pensioners,All,All,All
S12000029,South Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.94,All,Adults,All,All,All
S12000048,Perth and Kinross,2014-2017,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.09,All,All,All,All,All
S12000050,North Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.65,Owned Mortgage/Loan,All,All,All,All
S12000050,North Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.87,All,All,All,Female,All
S12000050,North Lanarkshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,24.29,All,All,All,Male,All
S12000042,Dundee City,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.79,All,All,65 years and over,All,All
S12000005,Clackmannanshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,22.21,All,Adults,All,All,All
S12000042,Dundee City,2016,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.1,All,All,65 years and over,All,All
S12000005,Clackmannanshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.18,All,With Children,All,All,All
S12000021,North Ayrshire,2014,"Lower 95% Confidence Limit, Mean",SWEMWBS Score,23.32,All,All,16-64 years,All,All
